day,pnl,avg_pnl_last_1D,num_trades_last_1D,pnl_last_1D,pl_ratio_last_1D,avg_pnl_last_3D,num_trades_last_3D,pnl_last_3D,pl_ratio_last_3D,avg_pnl_last_5D,num_trades_last_5D,pnl_last_5D,pl_ratio_last_5D,avg_pnl_last_10D,num_trades_last_10D,pnl_last_10D,pl_ratio_last_10D,avg_pnl_last_21D,num_trades_last_21D,pnl_last_21D,pl_ratio_last_21D
,140981.12999999998,,,,,,,,,,,,,,,,,,,,
2018-01-04,305427.47,237.74220910623941,593,140981.12999999998,-1.3674751315753078,,,,,,,,,,,,,,,,
2018-01-05,105941.60999999993,428.36952314165495,713,305427.47,-1.280431535088051,,,,,,,,,,,,,,,,
2018-01-08,-31463.039999999994,237.5372421524662,446,105941.60999999993,-0.8985275957421454,315.26838470319564,1752,552350.2099999988,-1.2241974302192031,,,,,,,,,,,,
2018-01-09,51676.090000000004,-65.82225941422593,478,-31463.039999999994,-1.0899284713669914,232.0745510079412,1637,379906.03999999975,-1.2370539189162562,,,,,,,,,,,,
2018-01-10,-60539.33999999997,131.4913231552163,393,51676.090000000004,-1.185628911961217,95.7894153378891,1317,126154.65999999993,-1.0794820817978237,218.28565001906165,2623,572563.2599999987,-1.2668264651266419,,,,,,,,
2018-01-11,78811.78000000004,-172.47675213675205,351,-60539.33999999997,-1.092640842946924,-33.000237315875566,1222,-40326.28999999994,-1.0569902434703107,155.83485510289785,2381,371042.7899999998,-1.2059371775451189,,,,,,,,
2018-01-12,91254.07000000008,256.71589576547245,307,78811.78000000004,-0.950815982213765,66.55426260704101,1051,69948.5300000001,-1.1010373116451224,73.12764556962033,1975,144427.10000000015,-1.078752028200424,,,,,,,,
2018-01-16,318581.1399999997,138.473550834598,659,91254.07000000008,-0.969191629058276,83.1636370539104,1317,109526.51000000001,-1.035921098918356,59.29595978062162,2188,129739.56000000011,-1.071770362237576,,,,,,,,
2018-01-17,94892.85000000002,412.1360155239324,773,318581.1399999997,-1.058172607264279,280.9930937320295,1739,488646.98999999923,-1.0630462253259723,193.22744260974582,2483,479783.7399999989,-1.1390594230739912,,,,,,,,
2018-01-18,-13351.029999999997,258.5636239782017,367,94892.85000000002,-1.0488888919611232,280.56034463590873,1799,504728.05999999976,-1.0849455520072449,212.86141636141622,2457,523000.49999999965,-1.1183543659700368,215.66215748031496,5080,1095563.76,-1.185446069520885,,,,
2018-01-19,35192.35999999999,-41.334458204334354,323,-13351.029999999997,-1.1990279527420713,273.494846206425,1463,400122.9599999998,-1.2452475816673456,234.74220255249085,2429,570188.8100000003,-1.1424963213649595,195.68224532224505,4810,941231.5999999987,-1.1851102882845292,,,,
2018-01-22,-16961.329999999994,88.20140350877192,399,35192.35999999999,-1.3633114699248092,107.19392102846648,1089,116734.18,-1.2828856597073093,208.87322094407006,2521,526569.3900000006,-1.225845232735118,149.24299154804265,4496,670996.4899999998,-1.1738226949794812,,,,
2018-01-23,8877.530000000022,-37.195899122807006,456,-16961.329999999994,-1.0682327894599,4.142614601018708,1178,4880.000000000037,-1.177640500070124,180.48058239861942,2318,418353.9899999998,-1.2750520192133872,121.63638482023948,4506,548093.5499999991,-1.189866637415005,,,,
2018-01-24,112648.27,8.807073412698434,1008,8877.530000000022,-1.1413909657548436,14.551025228126687,1863,27108.560000000016,-1.1482447575675347,42.5579240109675,2553,108650.38000000002,-1.1737943180312866,116.84553613979323,5036,588434.1199999987,-1.1759993016200223,,,,
2018-01-25,85878.2000000001,249.22183628318584,452,112648.27,-1.5566734761277592,54.57435803757832,1916,104564.47000000006,-1.1773241135920562,47.91728582259285,2638,126405.79999999994,-1.2071445444563995,127.45952894995088,5095,649406.2999999997,-1.199655647555504,,,,
2018-01-26,52075.88999999999,204.95990453460644,419,85878.2000000001,-1.0346301828850952,110.37998935604038,1879,207403.99999999988,-1.187944164456682,82.52927212874899,2734,225635.02999999974,-1.1879261014796505,154.13981018787527,5163,795823.8400000001,-1.190730555116047,,,,
2018-01-29,-91313.63999999997,225.4367532467532,231,52075.88999999999,-0.9498378935098489,227.4068602540837,1102,250602.36000000025,-1.1915569237811923,94.51229929851908,2566,242518.55999999997,-1.152625699870831,151.1869372911342,5087,769087.9499999997,-1.1915827444171543,,,,
2018-01-30,-227216.89999999997,-206.12559819413084,443,-91313.63999999997,-1.1806020359349179,42.671957913998185,1093,46640.45000000002,-1.0708916716734422,65.87005483744602,2553,168166.24999999968,-1.146829924080877,120.41064257852582,4871,586520.2399999993,-1.2102372569389366,,,,
2018-01-31,47306.719999999994,-565.2161691542287,402,-227216.89999999997,-0.8341836195037556,-247.634433085502,1076,-266454.65000000014,-0.8666002894059989,-34.888638931689634,1947,-67928.17999999972,-0.899295405749786,9.049377777777833,4500,40722.20000000025,-1.0277082525435635,,,,
2018-02-01,-34534.99000000001,246.38916666666663,192,47306.719999999994,-1.2336487902093356,-261.5465959498554,1037,-271223.82,-0.9077929575863662,-78.99806164789544,1687,-133269.7299999996,-0.872678482453416,-1.5870358381502014,4325,-6863.929999999621,-1.02740496865506,,,,
2018-02-02,-262417.3299999999,-137.04361111111115,252,-34534.99000000001,-1.0362820099568562,-253.48128841607567,846,-214445.17,-0.822447083560557,-166.89665789473693,1520,-253682.92000000013,-0.9002434358063354,-6.593298072402415,4254,-28047.889999999872,-1.0079719106046061,109.1606958682822,9657,1054164.8400000012,-1.0956905067625378
2018-02-05,-292484.0299999999,-483.2731675874768,543,-262417.3299999999,-0.8528211271558265,-252.93373860182353,987,-249645.59999999983,-0.8821095414896012,-310.1398144104804,1832,-568176.1400000001,-0.8980840499001232,-74.04674397453365,4398,-325657.579999999,-0.9372369076383482,67.73877172894774,9607,650766.3800000009,-1.029110013467379
2018-02-06,-58975.88000000002,-667.7717579908674,438,-292484.0299999999,-0.7764338425006857,-478.050567721005,1233,-589436.3499999992,-0.8185812407663069,-421.0982649151613,1827,-769346.5299999997,-0.7986795498421696,-137.2557716894979,4380,-601180.2800000007,-0.8599599261463852,5.663831975996402,9332,52854.879999998426,-0.9475763706215948
2018-02-07,-6442.360000000001,-677.8836781609198,87,-58975.88000000002,-0.6374286456845308,-574.7914232209733,1068,-613877.2399999995,-0.8166850554252614,-397.5565542328037,1512,-601105.5099999992,-0.7888156386005855,-193.41823937554224,3459,-669033.6900000006,-0.8019296684756237,-12.488867714254015,8973,-112062.61000000128,-0.9399599569087093
2018-02-08,121172.4599999999,-82.59435897435898,78,-6442.360000000001,-0.9759062285864704,-593.536102819237,603,-357902.26999999996,-0.7863918663813544,-468.42245350500644,1398,-654854.589999999,-0.8264349348436503,-255.46979578606204,3085,-788124.3200000013,-0.7995038824728657,-10.153030444418656,8573,-87041.93000000114,-0.927807394723487
2018-02-09,401931.07,160.49332450331113,755,121172.4599999999,-1.2986495079530074,60.60241304347813,920,55754.21999999988,-0.903143552795393,-262.57082588111507,1901,-499147.1399999997,-0.7653144260594444,-220.06140309850971,3421,-752830.0600000017,-0.8182274246938224,-1.9636888640181476,8935,-17545.560000002148,-0.9446458448367155
2018-02-12,59268.07000000002,614.573501529052,654,401931.07,-1.5901254351834664,347.45203093476823,1487,516661.17000000033,-1.5433741005111914,82.1079821073562,2012,165201.26000000065,-0.9932143803714995,-104.83217481789777,3844,-402974.879999999,-1.0014694094388248,48.16246481922496,9238,444924.85000000015,-1.0045394706469866
2018-02-13,-348623.1600000002,299.333686868687,198,59268.07000000002,-1.1605653112709247,362.3967641568144,1607,582371.6000000008,-1.5807996331657095,291.73440180586954,1772,516953.3600000008,-1.2117290147727506,-70.1286940816891,3599,-252393.16999999908,-0.9548611264439976,46.59668528864072,9129,425381.1400000011,-1.0070270520291142
2018-02-14,-756588.2099999995,-412.57178698224874,845,-348623.1600000002,-0.860096621592682,66.33823217442563,1697,112575.98000000029,-1.4013073066976696,89.84430039525706,2530,227306.08000000037,-1.2957819961142938,-92.47882978723398,4042,-373799.42999999976,-1.032634169270658,-1.5562093397746155,9315,-14496.090000000544,-1.0206641015992655
2018-02-15,385073.4999999998,-592.9374686520372,1276,-756588.2099999995,-1.1093640300145935,-451.03203967227154,2319,-1045943.2999999977,-0.9446110290193496,-140.24671942060036,3728,-522839.76999999816,-1.093346744640979,-229.74919235271145,5126,-1177694.359999999,-1.0074370172025122,-110.986498268486,9818,-1089665.4399999955,-0.9574963259303363
2018-02-16,-87837.40000000005,461.1658682634728,835,385073.4999999998,-1.1634712080843526,-243.61903585926908,2956,-720137.8699999994,-1.0092265705802286,-67.99861607142836,3808,-258938.72999999917,-1.117730442047234,-132.78785601681534,5709,-758085.8699999987,-1.0056593686940143,-77.72552887419789,10286,-799484.7899999996,-0.9853112911207453
2018-02-20,-88990.11999999997,-229.94083769633522,382,-87837.40000000005,-0.7727780752336209,-184.25676293622138,2493,-459352.1099999999,-0.9603425136316289,-211.7384615384612,3536,-748707.1999999988,-0.9857017331250887,-105.174105984138,5548,-583505.9399999976,-1.0132880111991445,-84.4824707588203,10345,-873971.159999996,-0.9790730851017561
2018-02-21,14943.32999999999,-266.43748502994004,334,-88990.11999999997,-1.1111303732296418,134.26562217923924,1551,208245.98000000007,-1.1951872461952042,-244.27162037037039,3672,-896965.39,-1.0093152833408392,-69.80382623071266,5444,-380012.0299999997,-1.0715500223400076,-97.09665758754846,10280,-998153.6399999982,-0.9843344389594132
2018-02-22,67145.95000000003,80.34048387096769,186,14943.32999999999,-0.9969827932735227,-179.47249445676275,902,-161884.19,-0.9259808140535721,-177.03249253235975,3013,-533398.8999999999,-0.9724052843877101,-55.22150820855117,5543,-306092.81999999913,-1.08677750224688,-96.5283696303694,10010,-966248.9799999977,-0.9802665228512933
2018-02-23,211640.39000000007,275.18831967213123,244,67145.95000000003,-1.281190724752527,-9.0325130890053,764,-6900.84000000005,-1.1350364358797154,146.55994952044415,1981,290335.25999999983,-1.1851633305667657,-40.72596076370608,5709,-232504.50999999797,-1.0890588140515616,-98.20252649794467,9246,-907980.5599999964,-0.9775907041731673
2018-02-26,217398.98,405.4413601532568,522,211640.39000000007,-1.0668377303541978,308.539569327731,952,293729.6699999999,-1.134401155093691,70.08522182254201,1668,116902.15000000008,-1.0778202270665473,-25.938016800584457,5476,-142036.58000000048,-1.078932199718633,-86.8386045513098,9316,-808988.440000002,-0.9737854697423971
2018-02-27,-23651.869999999995,298.21533607681755,729,217398.98,-1.0002631058041205,331.89653511705626,1495,496185.3199999991,-1.07259523049203,209.4980297766746,2015,422138.52999999933,-1.0620860879748144,-58.83060169338852,5551,-326568.6699999997,-0.9435918650375704,-70.37893829212553,9626,-677467.6600000003,-0.9577087373044325
2018-02-28,82961.11,-19.742796327212016,1198,-23651.869999999995,-0.9322209097436591,165.5318497345855,2449,405387.4999999999,-1.1341102946391994,169.3215630427229,2879,487476.77999999915,-1.1421278064496843,-62.5078018623111,6551,-409488.61,-0.9326705794177402,-71.10312659303318,10593,-753195.4200000005,-0.9528011489936458
2018-03-01,7919.539999999999,270.23162866449513,307,82961.11,-1.3871255840179664,123.86222918531786,2234,276708.2200000001,-1.116197395578557,185.16485333333327,3000,555494.5599999998,-1.179552752833647,3.6746482620989642,6013,22095.660000001073,-0.9379191140773899,-55.36202256861411,10457,-578920.6699999977,-0.9453271010299414
2018-03-02,-67702.80000000005,48.586134969325144,163,7919.539999999999,-1.1536130430349172,40.30502398081546,1668,67228.78000000019,-1.0863651262558829,170.01306954436433,2919,496268.14999999944,-1.1556992335250118,160.5313081632652,4900,786603.4099999996,-1.1493122823508732,-33.64496281072607,10218,-343784.229999999,-0.9654490507855884
2018-03-05,-163258.64999999997,-358.2158730158733,189,-67702.80000000005,-1.17243300731162,35.17124430955987,659,23177.84999999995,-1.0755129719292884,83.8843619489559,2586,216924.95999999996,-1.03678533541806,78.47369769628574,4254,333827.1099999995,-1.047794147217602,-44.91372980910419,10215,-458793.7499999993,-0.9647024769386123
2018-03-06,459804.5199999997,-339.4150727650727,481,-163258.64999999997,-0.8252051301770571,-267.7573949579834,833,-223041.91000000018,-0.9660288047272619,-70.03108212147164,2338,-163732.67000000068,-0.9354934398286247,59.36270617964605,4353,258405.85999999923,-1.0307607823274594,-56.25406070471091,10444,-587517.4100000007,-0.9648971649052788
2018-03-07,-531943.7000000003,318.6448510048508,1443,459804.5199999997,-1.293120449766216,108.30244675816373,2113,228843.06999999995,-0.9899175601974418,123.7799922570655,2583,319723.7200000002,-1.0329345385633306,147.78478579274994,5462,807200.5000000002,-1.0755832048361407,11.874509873060891,11344,134704.44000000274,-0.9692955892362239
2018-03-08,95009.86000000003,-614.2536951501158,866,-531943.7000000003,-0.5896262833251839,-84.37198207885322,2790,-235397.83000000048,-0.8014315889268139,-93.94687778485044,3142,-295181.0900000001,-0.8197769650774441,42.38252523607939,6142,260313.4699999996,-0.9069773622511201,-8.898677370030644,11772,-104755.23000000074,-0.9610804103445133
2018-03-09,70959.62,250.02594736842113,380,95009.86000000003,-1.387618737716619,8.505273335812545,2689,22870.67999999993,-0.80516022117573,-61.950214349508876,3359,-208090.7700000003,-0.8300471226042073,45.90273654029939,6278,288177.37999999954,-0.9082367632068523,4.080440116038048,12065,49230.50999999905,-0.9754159320688578
2018-03-12,53994.160000000025,264.7747014925373,268,70959.62,-0.8922718802056535,-241.72669749009265,1514,-365974.22000000026,-0.7908528249988807,-20.194400814427247,3438,-69428.35000000088,-0.8454403141111828,24.48482901726409,6024,147496.60999999888,-0.897366622467194,10.333128518971824,12255,126632.48999999971,-0.9774310954587961
2018-03-13,146244.3799999999,135.6637185929649,398,53994.160000000025,-1.3103857068339857,210.2902868068835,1046,219963.64000000013,-1.2013536079290066,44.06094187779438,3355,147824.46000000014,-0.859956901741465,-2.794345687686645,5693,-15908.210000000068,-0.9142459961634888,4.996990250462285,11898,59454.190000000264,-0.9771157543593829
2018-03-14,46991.649999999994,278.5607238095236,525,146244.3799999999,-0.8535174192554777,227.70626364399686,1191,271198.16000000027,-1.023856532144569,-68.00807550266724,2437,-165735.68000000005,-0.8087052332376716,30.67490836653373,5020,153988.03999999934,-0.8912146233378339,-16.673676608038047,11769,-196232.49999999977,-0.917669765658036
2018-03-15,15946.53,218.56581395348834,215,46991.649999999994,-1.2075702301668187,217.24972759226702,1138,247230.18999999986,-1.0980125958769216,231.3547984322508,1786,413199.6699999999,-1.1018738839661864,23.94857548701283,4928,118018.57999999922,-0.8855384462917626,-17.69123706091973,11786,-208508.91999999993,-0.9198304059573068
2018-03-16,-2428.2599999999948,86.19745945945947,185,15946.53,-1.2329327339394678,226.14330810810787,925,209182.5599999998,-1.0364582128116042,210.01655562539275,1591,334136.33999999985,-1.0819961645751146,25.463751515151365,4950,126045.56999999925,-0.8856135226454216,14.02667355743311,11126,156060.77000000078,-0.916924575303944
2018-03-19,-159675.28999999995,-11.347009345794367,214,-2428.2599999999948,-1.1775900827258385,98.55035830618893,614,60509.92,-1.2269718976776884,169.647664281067,1537,260748.45999999996,-1.136205735768607,38.45630351758782,4975,191320.1099999994,-0.8988195085232803,90.44323529411756,10064,910220.719999999,-0.9915422919186767
2018-03-20,80472.19000000006,-311.8658007812499,512,-159675.28999999995,-0.7654660575433531,-160.4358068057078,911,-146157.01999999981,-0.9719698015254237,28.515451241671855,1651,47079.010000000235,-1.0285716677579122,38.93397323212161,5006,194903.47000000076,-0.9122472300359423,37.51893337439692,9741,365471.9300000004,-0.9597638359113687
2018-03-21,-18980.500000000004,150.97971857410894,533,80472.19000000006,-1.2976957951874832,-64.83825258141381,1259,-81631.35999999999,-0.9564157598148586,-11.267739602169993,1659,-18693.18000000002,-1.0473019243555393,-45.02657714843748,4096,-184428.85999999993,-0.8855293883913073,53.960930044480236,9892,533781.5199999985,-0.9669710962411407
2018-03-22,-579455.9100000007,-59.500000000000014,319,-18980.500000000004,-0.8478720261954003,-71.9821114369501,1364,-98183.59999999995,-0.8963566564209171,-48.02344299489506,1763,-84665.33,-0.9605603368298367,92.57096083403783,3549,328534.34000000026,-1.0953268269739074,61.13102561506529,9877,603791.1399999999,-0.965133960236756
2018-03-23,50648.959999999985,-849.6420967741947,682,-579455.9100000007,-0.692087555982074,-337.65594524120024,1534,-517964.22000000114,-0.546450990143788,-300.91494247787676,2260,-680067.7700000015,-0.6353824840122536,-89.82898727603272,3851,-345931.43000000203,-0.7915856061873808,0.9054179118866114,10373,9391.89999999982,-0.8619054554802175
2018-03-26,76179.63,129.86912820512816,390,50648.959999999985,-1.0395429196345702,-393.80837526958976,1391,-547787.4499999994,-0.5662895377565036,-257.3852832512312,2436,-626990.5499999992,-0.6434932661500911,-92.18275610370019,3973,-366242.09000000084,-0.7783298510132343,-0.6754529898276976,10519,-7105.089999997552,-0.857083362667612
2018-03-27,44302.25999999998,392.6785051546392,194,76179.63,-1.1409388471439699,-357.52552922590826,1266,-452627.31999999983,-0.7053701126200869,-184.6721576959391,2118,-391135.629999999,-0.6810332159030094,-91.28591668877677,3769,-344056.61999999965,-0.786087492689103,-13.98938769502477,10191,-142565.84999999744,-0.8579943402289234
2018-03-28,46841.37999999998,162.2793406593406,273,44302.25999999998,-1.1812904040088068,199.68593932322082,857,171130.85000000024,-1.1727901996371943,-229.98146393971965,1858,-427305.5599999991,-0.7089235698005333,-126.81226613591083,3517,-445998.7399999984,-0.8008712544974728,-32.42553364149952,9735,-315662.56999999785,-0.8618213351140181
2018-03-29,154438.75000000003,39.39560975609755,1189,46841.37999999998,-0.7885258704116198,101.04062198067624,1656,167323.26999999984,-0.9484361133396744,-132.508680351906,2728,-361483.6799999996,-0.6524410923432189,-99.34291026497405,4491,-446149.0099999985,-0.7443570756101706,-25.207620810199266,9726,-245169.31999999806,-0.835290204358456
2018-04-02,-177007.10999999987,278.2680180180181,555,154438.75000000003,-0.8540018077408297,121.75626673277156,2017,245582.39000000025,-0.890965609887779,143.1799231064975,2601,372410.98000000004,-0.9544910946097407,-63.29084344785027,4861,-307656.79000000015,-0.744319725250298,-17.414445558452055,9974,-173691.6800000008,-0.8219944357933284
2018-04-03,133327.7,-178.43458669354825,992,-177007.10999999987,-0.9989084189584452,8.871717836257377,2736,24273.020000000182,-0.9137296203683221,45.193540430846156,3203,144754.91000000024,-0.9961790227938087,-85.51793580422027,5639,-482235.63999999815,-0.7852699930738726,-33.19617976487995,10803,-358618.3299999981,-0.846656419652777
2018-04-04,-295039.1699999997,353.65437665782497,377,133327.7,-1.2822421491516565,57.56722453222445,1924,110759.33999999984,-1.138707752142963,59.628759598346065,3386,201902.97999999978,-1.0081199548583955,-34.38093204941875,5504,-189232.6500000008,-0.8102115599907668,-14.337897370576057,10991,-157587.83000000144,-0.8620196063957823
2018-04-05,519902.0500000001,-1031.6054895104885,286,-295039.1699999997,-0.5243823661011489,-204.66379456193368,1655,-338718.58000000025,-0.8435828616951495,-40.434966166519715,3399,-137438.4500000005,-0.7699279757073201,-107.42705155031392,5257,-564744.0100000002,-0.722408180618149,-26.80329288625433,10796,-289368.3500000017,-0.8116838345354254
2018-04-06,-356395.17999999976,465.4449865711729,1117,519902.0500000001,-1.0895054670353734,201.2306629213482,1780,358190.5799999998,-0.6326202004051106,100.87833483618877,3327,335622.22000000003,-0.8836139517234572,-4.271091659785011,6055,-25861.45999999824,-0.772278411763273,-21.89788156637993,10470,-229270.81999999785,-0.8211474764945568
2018-04-09,86335.51999999999,-470.7994451783352,757,-356395.17999999976,-0.8587998126003655,-60.89458333333349,2160,-131532.30000000034,-0.7172597515342991,-49.64911022952683,3529,-175211.7100000002,-0.8762663178920861,32.16953833605223,6130,197199.27000000016,-0.8601459922248719,-5.18504970562674,10361,-53722.29999999866,-0.8399776423369463
2018-04-10,77627.45000000001,273.21367088607593,316,86335.51999999999,-0.9595406707914897,114.0832831050229,2190,249842.39000000016,-0.8794587529505721,30.890613389414675,2853,88130.92000000007,-0.7590158456201845,38.45538804491413,6056,232885.83,-0.8640138571528834,-6.0596911721859845,10297,-62396.63999999908,-0.838790864026847
2018-04-11,-375318.29999999964,443.5854285714286,175,77627.45000000001,-1.4603927468894824,-154.1924759615385,1248,-192432.21000000002,-1.0013731431017558,12.233372312334938,2651,32430.669999999922,-0.7697169047187846,38.81624151068412,6037,234333.65000000005,-0.8686764234048199,-5.461467071736622,10204,-55728.810000000485,-0.847662326533926
2018-04-12,435440.2000000003,-422.65574324324285,888,-375318.29999999964,-0.811295552262137,-153.26709934735302,1379,-211355.3299999998,-1.1003036420591377,-14.709025514909209,3253,-47848.45999999966,-0.9593347690233938,-27.854315995189403,6652,-185286.90999999992,-0.86419974859384,-45.3563933046569,10694,-485041.27000000083,-0.8405915958497256
2018-04-13,173958.3599999999,370.5874042553194,1175,435440.2000000003,-0.9759666595368898,61.55020107238635,2238,137749.35000000065,-0.9349242322247533,-39.96083056478388,3311,-132310.30999999944,-0.8858335374142023,30.62848900271166,6638,203311.91,-0.8824894964886929,-17.264232193229898,11344,-195845.44999999995,-0.8438308571849046
2018-04-16,63465.620000000024,350.01682092555313,497,173958.3599999999,-1.0529757079454969,91.43760156250055,2560,234080.2600000014,-0.901582493593802,130.46320222877796,3051,398043.23000000155,-0.9530089726559641,33.86497264437696,6580,222831.5200000004,-0.8999129451433086,-5.924543265095326,11626,-68878.73999999826,-0.8444204383409633
2018-04-17,98881.78999999989,275.9374782608697,230,63465.620000000024,-0.8012770606500554,353.7666561514195,1902,672864.1799999999,-0.9500133614845663,126.53400674536265,2965,375173.33000000025,-0.9406848586142692,79.632906497078,5818,463304.24999999977,-0.830983860281587,-1.8301473738325584,11671,-21359.64999999979,-0.8428795290522447
2018-04-18,162919.81,242.9528009828007,407,98881.78999999989,-0.6804345224852855,296.56593474426796,1134,336305.76999999984,-0.8335450091070568,123.99989677822964,3197,396427.67000000016,-0.8749500595839177,73.33418946648408,5848,428858.33999999886,-0.803099030542198,6.738907619689653,11864,79950.39999999804,-0.8324576767997707
2018-04-19,-51390.219999999994,191.22043427230048,852,162919.81,-0.9310276801733318,218.4467562122226,1489,325267.21999999945,-0.8398498719832159,295.68673837393254,3161,934665.7800000007,-0.9177517265742583,138.26275647022118,6414,886817.3199999986,-0.8855030188453608,32.98471812520482,12204,402545.49999999965,-0.8189101970628141
2018-04-20,-60175.63000000004,-108.41818565400843,474,-51390.219999999994,-1.1020624523334472,121.41452971725332,1733,210411.38,-0.8852379065088896,182.046894308943,2460,447835.35999999975,-0.9237064182997221,54.674241899150964,5771,315525.0500000002,-0.8745325145364323,22.287615479621163,12145,270683.08999999904,-0.8230086381478646
2018-04-23,17321.77,-230.55796934865916,261,-60175.63000000004,-0.8125125760837228,32.359143037176985,1587,51353.959999999875,-0.8848052100758859,96.08874550359701,2224,213701.36999999976,-0.8657152641500202,115.97054028435998,5275,611744.5999999989,-0.9175434828183419,18.986345660626995,12087,229487.9599999985,-0.8197750047662384
2018-04-24,24376.580000000005,84.49643902439024,205,17321.77,-0.984861674860439,-100.25965957446807,940,-94244.07999999999,-0.9779445949376401,76.19714415643467,2199,167557.51999999984,-0.8682724070151254,105.09892525174281,5164,542730.8499999999,-0.9131600866173014,71.16844444444449,11610,826265.6400000005,-0.8865119807903266
2018-04-25,-69461.04000000002,101.14763485477181,241,24376.580000000005,-0.5378044658497017,-26.1347666195191,707,-18477.280000000006,-0.7607785028359572,45.770934579439256,2033,93052.31000000001,-0.853026692618805,93.59081835564058,5230,489479.9800000002,-0.8710518627257454,69.80134892243265,11461,799993.2600000006,-0.8759675471010819
2018-04-26,89040.15999999995,-158.58684931506855,438,-69461.04000000002,-0.9185326514659887,-31.405757918552183,884,-27762.69000000013,-0.8681788850768657,-86.05839407041395,1619,-139328.54000000018,-0.905652703750492,166.3885439330544,4780,795337.24,-0.9142278906845056,55.90368133276375,11705,654352.5899999997,-0.8749258145684742
2018-04-27,62279.10999999999,215.07285024154575,414,89040.15999999995,-0.944477714054186,40.21564501372376,1093,43955.70000000007,-0.8877899316713865,0.706760744066723,1559,1101.840000000021,-0.8748013566257843,111.70370738989791,4019,448937.1999999997,-0.9037968499302677,59.01489869998305,11846,699090.4899999992,-0.8718697507922718
2018-04-30,135571.1099999999,82.92824234354194,751,62279.10999999999,-1.020910126947695,51.06564566437915,1603,81858.22999999978,-1.0038427978631401,60.300917520741656,2049,123556.57999999965,-0.9428265236510598,78.92767376550411,4273,337257.9499999991,-0.9034800936007585,62.63396037868149,11408,714528.2199999985,-0.8883726463642917
2018-05-01,-66054.03000000004,160.8198220640568,843,135571.1099999999,-0.9619613074541354,142.87369521912342,2008,286890.37999999983,-0.9745182500680605,89.99103833271295,2687,241805.9199999997,-0.9242716025724005,83.78293900941466,4886,409363.44000000006,-0.8971051248792526,59.478503761969584,11696,695660.5799999962,-0.8886921753781827
2018-05-02,-24656.630000000012,-147.1136525612473,449,-66054.03000000004,-0.8761833061206188,64.51110621634848,2043,131796.18999999994,-0.9377441378629976,52.28853540587204,2895,151375.30999999956,-0.950539597422513,49.59976055194798,4928,244427.61999999965,-0.9086941140301168,72.32257329866373,11153,806613.6599999965,-0.8608278917741226
,,-92.34692883895136,267,-24656.630000000012,-0.914124174913842,28.77514432328421,1559,44860.450000000084,-0.8782798634996909,72.01898678414094,2724,196179.7199999999,-0.9386780621047986,13.090301634814633,4343,56851.17999999995,-0.9129185719511194,58.73669564429935,11043,648629.3299999977,-0.8524722866359487
